Sentence,Hyperbole,Metaphor
"Re: "".. so voters booted them out in 2010 elections .. "" (& Now Have Voters Remorse) In reply to BMWX5, Sep 10, 2011 To which I say, you and some other Obama haters need to start wising up and stop living / dwelling in the past; as I, the majority of Americans and even the entire educated world have now seen how worst things have become since: ""voters booted them out in 2010 elections"".",1,1
Common cold Cough,0,0
"While it is t conclusive that increased gun ownership powers crime, it is true that increased gun ownership doesn't necessarily increase crime.",0,1
That simple chunk of metal has become the epicenter of a gun control firestorm .,1,1
Gun control backers : Senate defeat won't stop us,0,0
"Sunil Shah, a US-based doctor, termed nuclear weapons as the ''ultimate anti-democratic weapon ,'' for they ''target people who had not volunteered to be a part of war.''",0,1
Â» RE: I'd eat my gun before living in So Cal Posted by: sashi,1,1
Inside Bush's FDA: A perpetual leaker of insider information and the slipshod testing of generic drugs,1,0
Repeated re-election intoxicates ; it makes average men believe they are larger and wiser than the image they see in the morning mirror.,1,1
"I know that after the next elections, candidates wonâ€™t wonder if common-sense gun policies can win elections; trust me, like Governor-elect Terry McAuliffe of Virginia, theyâ€™ll know that the answer is yes.",0,1
"There is evidence that cocaine-exposed babies have a greater chance of dying of sudden infant death syndrome, have learning difficulties, and they can have defects of the genitals, kidneys, and brain.",0,0
"Black marks arranged on the horizontal lines (or ""staff"") displayed on this page exemplify the system of musical notation used in Italy during much of the Middle Ages.",0,0
The constitution provides for the separation of government and religion and so it should provide for the separation of government and business.,0,1
Gun Reviews,0,0
"True to its monastic outlook, the Vinaya deals at length with regulations for the conduct and community life of Buddhism monks and nuns.",0,0
"The Committee is very concerned that, (A person who may have been arrested numerous times without having been convicted must be granted a firearms identification card ).",0,0
"These moves are, to some extent, an alternative form of urbanization .",0,1
"I dont think felons who cannot pass a firearm background check should be able to buy firearms, they are not responsible Americans.",0,0
"Ride in the first Century ride of the season (last weekend in April) and raise enough money to do the AIDs charity ride - SF to LA, 545 miles in 7 days, the first week in June.",0,0
"I think electoral reform would change most of these issues without the requirement of the gun , though getting them deal with electoral reform is like kicking the lion in the face.",1,0
"This gun owner has a good grip on his gun, but a poor grasp of gun safety .",0,1
"Our country was born and baptized in the shadow of violence, with a healthy skepticism/ hatred towards government .",1,1
Caplan frames these findings as a general indictment of democracy (See his section title: â€œWhatâ€™s Wrong With Democracy and Whatâ€™s Better?â€,0,1
"First, the bill still faces concerted resistance from pro-abortion forces in the House of Representatives.",0,1
Second Amendment Rally footage.....sheriffs are refusing to enforce fed gun laws .wmv,0,0
"As we all know, the Constitution houses a policy known we like to call â€œSeperation Between Church and State.â€",0,1
"All the advances made in the Soviet Union were made by the workers while the worthless parasitic bureaucracy leeched off them, leant on them, and then sold them out.",1,1
You dont think its a GOOD idea that violent criminals WITH guns are stopped by a law abiding citizen with a gun.,0,0
"The online property tax payment service will be unavailable from 7:00 am to 12:00 pm on Wednesday, January 14, 2009 for system maintenance.",0,0
"At this point, it is unclear whether the drugs failure was due to a specific problem with its chemistry or whether other drugs to raise good cholesterol will also face unexpected problems in clinical trials.",0,1
The program nominates candidates from sociology for Graduate Center fellowships named Magnet Awards.,0,0
Of all the eastern religions it is the various forms of Buddhism that seem to have gained the greatest hold on the Western imagination.,0,1
You should tell your healthcare provider that you have been traveling in the malaria risk area .,0,0
"If America wants to survive another 200 plus years, it needs to return to its roots of free enterprise and individual property rights; and it needs to remember the historical pattern of class warfare.",0,1
That stretched range reached a many impassioned in a dramatization of ObamaCare .,1,1
Be careful of glorifying guns though.,0,1
"I want to INCREASE the number of firearms in our country, AND increase the proportion of those guns that are Made in USA.",0,0
"That is a bad argument, but I do agree they should probably allow people to put a knife on the end of their gun for fun.",0,0
"These converts felt success and happiness were being taken from them by a vast conspiracy, which was composed of the government and its life-sucking taxes ; the Jews, who were perceived as controlling the government; and the â€˜mud people,â€™ who stole the jobs rightfully belonging to white people.",1,1
"The riaa (recording goal association of america) is a sophisticated phone of establishment piracy, and is considering the digital kernel copyright act to accompany income strengths that are exporting strong p2p software.",0,1
"But if youâ€™re feeling brave enough to weather the storm of Czech bureaucracy on your own, youâ€™ll have to start by going to your local trade license office (Å¾ivnostenskÃ½ odbor) and asking which kind of license is right for you.",1,1
"If they could ever make a gun pill , all pregnant women should take it so that they can conceive a self armed baby.",1,1
Vermont increased its gas tax and tied it more closely to fuel prices.,0,1
I might have to steal that idea and make some ornaments with it!,1,1
Some guy told me the president said you didnt build that and meant it this way...so it must be true.,0,0
New governments were erected in those States (and in others) under the direction of Congress.,0,1
"The European Region of the World Union for Progressive Judaism works to promote the development of Progressive Judaism in Central, Western Europe and Israel, to encourage and facilitate the formation of Progressive Jewish communities; and to stimulate and encourage the study of Judaism and a recognition of its place in modern life.",0,0
But recall supporters contend Morse and Giron ignored their constituents and the constitution by advancing the gun laws .,0,1
"It remains true, however, that every form of externally imposed poverty has at its root a lack of respect for the transcendent dignity of the human person.",0,1
"â€œLet us die, since poverty is a dungeon guarded by suspicion, apathy, and contempt, and from which it is vain to try to escape; let us die, since there is no place for us at the banquet of the living!â€",1,1
Accidental gun deaths are tragedies that can be avoided!,0,0
"As is so often the case, this will come down to the cold democracy of the rating module.",0,1
"Rabbis from Chile, Argentina, Panama and Mexico came to teach the remaining Cuban Jews how to pray and lead services, and Jewish organizations in Canada began sending kosher food for Passover.",0,0
"These results suggest an Achaemenid policy of deliberate ruralization: in line with their predecessors, the populations were transported within the empire for the purposes of economic development, either agriculture or building. ence concludes the author, he eturneesto Yehud were not necessary Judaean xilescoming home, beneficiaries of an enlightened policy of repatriation of wronged exiles , but subjects of transportation, moved to under-developed or sensitive regions for reasons of imperial economic and political policy(p. 78).",0,0
"Sympathy lies with the skeptical and critical methods offered by revisionists, but it would be a mistake not to also include the basic beliefs held by Muslims which they have adopted through Muslim tradition.",0,0
Santa Cruz vs. Gonzales: Federal Court rules U.S. government may not deliberately subvert California medical marijuana laws (8/20/2008),0,0
"Thus, while globalization has benefited many, one-sixth of the worlds people live in what the International Finance Corporation calls deep poverty , as described in a 2004 speech by Peter Woicke, then IFCs executive vice president.",0,1
"A democratic form of government requires as a minimum that government, its departments and agencies of the Crown report annually to the House of Assembly, the same body which provided the monies to fund their programs, on their financial and operational results.",0,1
"Disease, crime, fraud stories beginning to be confirmed about 'Surge' illegals in government 's catch & release policies",0,0
Historical aerial photography is a great tool for understanding and observing changes in the landscape over time.,0,1
Travellers should be up to date with routinely recommended vaccinations according to the UK schedule:,0,0
"The risk of developing active tuberculosis climbs as a person's immune system becomes compromised, such as when they are infected with HIV.",0,1
"When you are defending the State from, say, invasion, or a select militia (aka private contractors, mercenaries employed by the government...see Katrina), you absolutely 'need' scary-looking ""offensive"" military-style etc etc firearms .",1,0
Candidates can compete for competitive class positions by participating in competitive civil service examinations .,0,0
"Moms Demand Actionâ€™s corporate responsibility initiative asks American moms to support companies and businesses that: Donâ€™t allow guns in their establishments, regardless of what state laws permit; donâ€™t sell assault weapons; donâ€™t sponsor or partner with gun lobby organizations; and donâ€™t support or fund legislative efforts to loosen federal or state gun laws .",0,1
"The explicit reference to the use of troops escalated days of conflict between the two countries, which started when Ukraineâ€™s pro-Russian president was pushed out by a protest movement of people who wanted closer ties to the European Union.",0,1
"Government has introduced a landfill tax , to encourage recycling, just as it has become difficult to give recycled paper away, let alone sell itâ€[41].",0,0
Do you want to see what the men who were alive when they wrote the 2nd Amendment wanted with guns and civilians?,0,0
"Democratic-leaning 527s held more than a 2-to-1 advantage over Republican-oriented ones, but Republican-leaning 501(c) groups had the same edge over their pro-Democratic rivals.",0,0
"Your complete source for firearm information, check out our guns database ... http://www.areguns.com",0,0
The same thing with the Dems literally leaving dodge for the purpose of escaping democracy from taking place.,0,1
"It is just that in the setting of Catholic worship , the primary color will be white.",0,0
"But much of what's gone wrong has arisen from a fear of poverty, from a loathing of poverty , and from taking on much more work than I can possibly handle.",0,1
Getting renewable energy traction ?,0,1
We are actually drawing to a close for the first chapter of Obamacare ..,0,1
[citations omitted] [FN107] Â Â Â The Cody [FN108] case upheld the conviction of a felon who falsified a federal gun registration form and falsely claimed that he had no felony conviction.,0,0
"Other than the fact that they said that carry and conceal is not protected by the 2A , and the carry and conceal laws of today prove that carry and conceal is not protected at all, because carry and conceal is licensed.",0,1
"Judi Lynn (83,347 posts) Venezuelaâ€™s revolutionary government has millions of fans despite deadly protests Venezuelaâ€™s revolutionary government has millions of fans despite deadly protests",1,1
"The government with money in their hands is like an alcoholic with a bottle of liquor in their hands, it's gone.",1,0
"REALLY?... To Piers Morgan, the answer is simple: pro-gun advocate and conservative radio show host Alex Jones was the best guest he ever had.",1,0
The roots of gun control are racist.,0,1
"During his stint in the first Bush administration, Amstutz devised the notorious Freedom to Farm Bill, which eliminated tariffs and slashed federal farm price supports, all in an effort to lower grain prices for the benefit of Amstutz's cronies in the big conglomerates.",0,1
Avalara AvaTax is the most powerful sales tax tool .,0,1
One outcome of this program is a greatly increased understanding of the structure of the Rio Grande Rift.,0,0
You guys and your gun control paranoia kill me.,1,1
We certainly do not yet have the character of God nor His type of body which is governed by certain exclusive spiritual factors.,0,0
But the Russian government is addicted to liquor taxes .,1,1
"And gun ownership leaves a bad taste in my mouth because too often I hear gun owners talk about having to use them in a tone of voice thatâ€™s far too gleeful (e.g., â€œJust let somebody try to break into my houseâ€ or â€œI wish someone would try to mug meâ€) when in fact they should never, everwant to have to use a gun on someone else, even a criminal.",1,1
If you can find a gun law in the USA that has worked I can give you the name of a few research organisations including the CDC who would be interested in the specifics of your claim as they cannot find one single law.,0,0
"Rather than develop a democracy for all nations in a single global assembly, it might be more appropriate to develop democracy by linking (either among or between) national populations without bringing them together under a single roof, where smaller nations might be overwhelmed by larger ones and prompted to cede their sovereignty.",0,1
"I already had all the accessories such as the moonclip tools, moonclips and custom speedloaders since I have a SWPC 327 in 5"" my son uses for steel in the open revolver class but the 4"" all steel gun will be for the limited division.",0,0
"But your posts suggest your main fear is the political reality that ever since Your Party decided to use gun control as a scheme to pretend Democrats really were doing something (when they held congress and the white house) about inner city crime, the pro gun organizations have given massive funding and votes to mostly GOP candidates.",0,0
Shipping Policies Payments Customs Verification Policy Products,0,0
Some may argue that you shouldn't reach for your gun unless you intend to shoot it.,0,0
"In addition, 14.5 percent of child victims experienced such ""other"" types of maltreatment as ""abandonment,"" ""threats of harm to the child,"" or "" congenital drug addiction .""",0,0
"Remember: He did not have to steal the entire election , just a little piece of it in Florida.",0,1
"Thanks to budget restrictions, those hotels havenâ€™t always been the nicest, and as a result I have come up with a personalized rating system for how nice and safe a hotel feels: do I keep the safety on or off for my nightstand gun .",0,0
The cultivation of government help undermines principled arguments against state intervention.,0,1
"Gun control greases the wheels for tyranny, in the below example the tyranny of slavery and the idea that some humans are property.",1,1
"I really do believe there is an important and vast distinction between ""gun control"" and ""banning guns"" and it's a failure to recognize that, that is keeping conservatives from influencing the shape of gun control .",0,1
The Tax Tsunami will batter small business.,1,1
"He came to China in 1844 and wrote the book in 1850 through 1853 while spreading Christianity in Ningbo, finishing one volume of it each year, and completing 4 volumes altogether.",0,1
"And again, this does not address gun control .",0,0
"Staff duties vary considerably, although all positions directly or indirectly support the ministry of Scientology religious services to parishioners.",0,0
Depending on your state or country the concern of taxation with reference to coupon usage can vary.,0,1
"He works to ensure compliance with OSHA federal, state and local safety regulations and manages budgets and general operations for the three oversight areas.",0,0
"Legitimate elections are at the heart of our democracy, and democracy is the gateway to everything else.",1,1
"Even if Canadian gun control had cut crime, which it has not, there are important reasons why a Canadian-style gun policy would not be successful in the United States.",0,1
the fact that two of the most anti gun turds in congress are pushing for this ALONE proves what the purpose is. to advance gun control,0,1
"In contrast, European patent law explicitly excludes certain ideas from patent protection .",0,1
In all those places the right to keep and bear arms is intact. registration did NOT lead to confiscation and the denial of gun rights . http://en.wikipedia.org/wiki/Gun_law...tates_by_state So there is your proof right here in the good old USA.,0,1
"They ranged from group presentations about gun violence as a social issue to their peers, to surveys distributed to the entire school of one Youth Organizer, to poster campaigns spreading a message of awareness and anti-gun violence within another school.",0,0
hopefully the courts will strike down this DNC rape of the second amendment or you all will vote out the assholes who pass such disgusting laws,1,1
"EU-SILC: EU Survey of Income and Living Conditions conducted by the Central Statistics Office, which replaced the Living in Ireland Survey as the major source of poverty data from 2003.",0,0
"Sometimes deadly serious, sometimes just for fun, Student of the Gun will always strive to educate and entertain our viewers while offering them an insidersâ€™ look at the world of firearms .",0,0
"As GIS has reported, despite an unprecedented commitment of funds to Olympic security, the international committee remained (and remains) unsatisfied about Olympic security, and the Greek Government had failed to adequately address the broader scope of the threat, namely procuring adequate global intelligence of the threat from al-Qaida-related groups, supported by those elements controlled or influenced by the Iranian Government, and then to build an adequate counter-terrorism capability in alliance with neighboring and other foreign statesservices.",0,0
Moms Demand Action Antis lament as Missouri voters deliver gun rights victory Use your key for the next article,0,1
"If no one has a majority, the candidate with the least votes is eliminated, and anyone who voted for that candidate first then counts for their second choice.",0,0
"Nima, like him employed the image of night in most of his modern poems; but for Nima Yushij, who lived in a time when a new dictatorship was established in Iran by Reza Shah, the founder of the Pahlavi Dynasty, ""night"" became the symbol of the dark situation of society, of tyranny and injustice, of poverty and ignorance, and of everything that people wanted to be ended.",0,0
It means that gun control is snake oil .,1,1
"The Commission's rulings are non-binding but "" powerful governments do not like to be branded as human rights violators,"" she said.",0,1
"Because the public purpose of the right to keep arms was to check government , the right necessarily belonged to the individual and, as a matter of theory, was thought to be absolute in that it could not be abrogated by the prevailing rulers.",0,1
Gun controls aims and intentions are not to improve public safety.,0,0
Nor do you need a gun register to do this as a criminal register would have far less work.,0,0
"The significances of the study are, to spatially represent invisible psychological quantities using GIS, and to give information about the solutions for regional issues and conservative areas by identifying sense of place.",0,0
"The ultimate effect of these activities is the improvement of the quality of life of individuals affected by lung disease , breathing disorders, and critical illnesses.",0,0
He points to a temporary measure in 2004 that offered American companies one-year relief of the tax burden and isn't convinced it did all that much good.,0,1
"Confiscation is their end game, and the grand wizard of gun control , Crazy Joe Biden, is telling the sheep in each state what they need to pass.",1,1
Only lethal firearms are legal.,0,0
"what is really sad is that the crocodile tears over suicides by guns serve as a facade for what really motivates the rants about gun ownership 1) gun owners-especially those of us who use gun issues as an important factor on how we vote-tend to vote against left wing democrats 2) LW democrats have sponsored every major anti gun federal legislation that as become laws 3) Obama is anti gun, has called for anti gun legislation, and has appointed virulent gun haters to federal courts including the USSC 4) us pro gun advocates damn and berate Obama and is ilk 5) those who love Obama and his ilk despise us pro gun voters",0,0
"That poverty is a curse , the bitterest of curses, we all know.",1,1
Calamity proves that he hates gun owners and wants to harass them and wonders why we don't have much use at all for people pretending that they are trying only to limit access to the mentally infirm,0,0
"They absolutely despise the poor because in their warped, sick, far right wing minds, the poor are pariahs because they are failures and have nothing.",1,0
The falling crime rate and the gun ownership explosion seem to be unrelated.,1,1
I wanted to go into the brilliance of the Electoral College as I was putting that last comment together but didnâ€™t because I thought I was going on too long already.,0,1
"Bruce Springsteen and Pete Seeger have recorded the folk classic ""Hobo's Lullaby"" for ""Give US Your Poor,"" a multi-artist CD devoted to fighting homelessness .Appleseed Recordings will release the disc Sept. 25.",0,1
"Poverty provides warmth, acceptance, no expectations and no judgment.",0,0
The great lie of the 20th century is that tyranny dies when democracy rises .,1,1
"Although like all laws, I do not believe the 1998 Animal Shelter Law has been fully implemented , the potential is there for a No Kill State if rescue groups banded together and forced shelters to implement the law to its full potential.",0,0
"Study after study has shown that high taxes breed slow economies, particularly at the state level, where people can avoid taxes simply by moving to state with lower taxes.",0,1
"Where were you, Republicans, when the sword of Islam came to America, and the best you could do was celebrate Ramadan in the White House and say ""Islam is a religion of peace"" while depending on the magical power of democracy to reform their warped souls?",0,1
"If the government does not fight poverty , poverty will be the victor at the next elections.",1,1
And his kingdomâ€™s petroleum wealth would emerge as a crucial factor in Middle East politics and the bargaining over global energy supplies.,0,1
"Know the reality, that wealth hinders entrance into the kingdom of God and living the Christian life and, thus, not many wealthy are saved.",0,1
Both the scientific community and the United Nations anticipate resource efficiency for industrial production to increase by a factor of four corresponding to a doubling of production using half the present resource consumption in the coming 20 to 30 years.,0,0
Apparently this is some sort of cautionary tale about what happens when the enormous pendulous breasts of mortgage lending are unrestrained by the brassiere of government regulation .,1,1
Learning Activity: Predicting the Electoral College Vote,0,0
"Full of wit and candor, Raymond's account offers an astonishingly frank look at the black art of campaigning and the vagaries of the Republican establishment.",0,1
Refugee Demographic and Health Screening Data Learn more about annual refugee arrivals to Minnesota by county of ethnicity as well as screening and infection rates among these diverse groups.,0,0
The use of carpet bombing techniques ;,0,0
The easiest way to destroy a community is when drugs and guns infest it.,0,1
The ratios are reflected in membership numbers for groups pushing for severe restrictions on peoples ability to own and access firearms .,0,0
"While this makes great grist for the gun-rights mill , it is in reality another one of these cases in which a tiny bit of investigation reveals that it's not what you think.",0,1
"Sierra Club of Canada is one of the founding members of the Green Budget Coalition which provides recommendations to government on how to remove perverse subsidies encouraging environmental damage, shifting the tax burden to harmful practices and creating tax signals to encourage environmental improvement.",0,1
"Choose a checking register , savings calculator or retirement savings template.",0,0
My idea of pursuing happiness does not include the leech of taxation and the loss of freedoms by regulation without representation.,1,1
We also never threatened random bombing warfare against the civilian population for reasons of revenge or dark hatred.,0,0
Police said Landau reached for Middleton's gun during the stop.,0,0
"Our obsession with guns is more than just a little disturbing, as many hide behind the false cloak of the 2nd Amendment .",0,1
"Ten foundations organized the project to encourage public involvement during the post-election transition period , when the mayor-elect and his team usually make far-reaching decisions.",0,1
"We are not concerned with the political machinations of governments. We are merely concerned with the interaction between governments and our individual needs. Our main concern in maintaining our own health, wealth and happiness is the need to protect ourselves from impositions created by governments. We must be careful to achieve this objective without conflicting with the government and its laws, without rocking the boat of government and without even giving the appearance of interfering with the demands of the government. Here are some Rules of Conduct that merit consideration when we are dealing with political affairs and governmental agencies:",0,1
Please click on the video below to watch an interview about this important gun rights victory :,0,1
"Perhaps theyâ€™ve never taken the time to think about what these worn out cliches imply: that our right to keep and bear arms is granted to us by the 2nd amendment, that without the 2nd amendment, no such right would exist and that the 2nd amendment is a â€œuniversalâ€ prohibition against all gun laws.",0,0
"Posted on September 14, 2013 According to the United Nations Â dark blue represent those countries with a very high human developmentâ€¦.I would like to know if enslavement by the welfare state is on the list of human developmentsâ€¦â€¦.? According to Plato Democracy is the father of Tyranny.",0,1
"States with regressive tax structures have negative tax inequality indexes, meaning that incomes are less equal in those states after state and local taxes than before (See Ap- pendix B for state-by-state rankings and more details).",0,1
"Proposed regulations and regulations issued so recently that they are not yet in the CFR database, may be found in the Federal Register link on this site.",0,0
"The truck's rear doors then burst open and rained wealth on Overtown, which is mostly black, mostly poor and was the scene of bitter riots in the 1980's.",1,1
Rabbis for Human Rights has issued a press release calling on both sides to stop harming civilians.,0,0
"Weiner has published extensively in law journals , including the Stanford Law Review on such topics as the security threats posed by the proliferation of weapons of mass destruction and whether the war on terror can be considered a war under terms of international law.",0,0
"Sure, you can carry your guns and gear in a cheap, disposible duffel bag, but when you invest both serious money and adoring sentiment into your guns and accessories, they deserve more serious protection.",0,0
Thus there can be a powerful reinforcement of social security .,0,1
"To balance factional politics and the politics of arms and warlordism, many new political parties have established or joined coalitions in order to position or reposition themselves for the campaign ahead of them at the end of the transitional government in a year's time.",0,0
Skin Infections and MRSA Information / Parent's Guide to MRSA These documents from the California Department of Public Health (CDPH) were designed to educate and alleviate fears generated by staph reports.,0,1
"It is turning our society, once based on individual freedom and responsibility, into little more than mindless followers of regulations established at the whim of unelected special-interest groups.""",0,0
In this post we continue our review of several popular concurrency platforms .,0,0
"They see a peculiar strategic situation where the United States is effectively fighting the Sunni insurgency but not the Shiite militias , or at least the most radical elements, because theyâ€™ve stood aside.",0,0
"If you look at it as the first level being simply the work you put in, and the output you get, you can define a calculus of wealth .",0,1
"Many people are duped into believing that their taxes pay for infrastructure, and without taxes their would be no roads or schools and the country would fall apart, but this is completely untrue.",0,0
The payment of the airport tax is not included in the flight ticket.,0,0
This peer-reviewed scientific journal publishes theoretical and empirical papers and essays and book reviews that advance an understanding of the role and function (and dysfunctions) of mass media and mass communication in society or the world.,0,1
"A large and larcenous bureaucracy has crippled schools, hospitals and other public services.",1,1
"Home / Featured / The War Against Work And Wealth The War Against Work And Wealth Work produces wealth ; less work means less wealth, and also less upward mobility for those who drop out of the labor force.",0,1
Guns cure everything.,1,1
Yet that idea seems as little connected with himself as though gleamed from an encyclopedia.,0,0
"[12]Â This way, elections, while still playing a central role in democracy , are buttressed by the publicâ€™s ability to ensure the elected representatives are working to further the publicâ€™s common interests.",0,0
You have no reasonable suspicion just base on what the gun external appearance is.,0,0
"It has the history that is amply described in the report and its own problem-filled present of the shattered infrastructure, the issues of poverty, development, education, health, the democracy deficit , corruption; all of the international rankings that we know so well, Angola standing 161 out of 177 in the UNDP's Human Development Index, a problem-filled country and a country that has a history of shaping, resisting, sidelining foreign pressure, foreign influence, and with a capacity given its oil revenues to be able to listen selectively when Angola wants to.",0,1
"However, while skin cancer is also a problem in the United States, don't expect similar, uniform measures to be instituted anytime soon.",0,0
"Given that there is already more than one essay in grounding human rights in traditions other than Christianity (Abdulaziz Sachedina's work is a case in point, as seen in his contribution to the Hedgehog symposium quoted), it may be rash to make excessive claims for Christianity here.",0,1
"My dad, who was the son of a Swedish immigrant , used to tell me two things on Sunday afternoon.",0,0
"To the credit of the interagency bureaucracy responsible for terrorism designations, the government press release announcing this designation highlighted the public diplomacy facet of this action.",0,0
"In my view, the Taliban aims to collapse the government but damage of the government by this leadership is an equal disaster",0,1
"The trick to effect real, lasting, institutional change towards limited government is two fold: 1) Through the judiciary; 2) Creating the condition wherein a class of people will be invested in governmentâ€™s decrease .",0,1
"Accompanying this change was a shift in emphasis in political science research, with its main focus moving from the fundamental characteristics of the state or the role of political leaders towards more citizen-oriented analysis.",0,0
"With the increased focus on copyright protection by the RIAA and other agencies, it is now more important than ever to make sure your use of music for websites does not violate intellectual property laws.",0,1
"If it embarrassed you seeing the poverty and ignorance in New Orleans during Katrina, you might want to skip this one.",0,1
"Highlights include the Blue Mosque , the Topkapi Palace, Aya Sofya Museum and the city's Archaeological Museum.",0,0
Chicago: the great gun control lab .,1,1
"The collapse of faith was not upon us if a measure of uncertainty had remained, especially given the rather common pre-Reformation position of not appealing to the apocrypha to establish any doctrine.",0,1
How can it do this while at the same time raising the level of computer access for the very poor population that could not possibly afford to pay the full price of commercial software?,0,0
"For 12 years, Alex fought for gun rights as a state senator and consistently stood up for law-abiding gun owners.",0,1
The government is a business that does not work very well.,1,1
"When we believe He redeemed us from the curse of poverty and wrap all of our words and actions around that belief, then we strengthen the faith barrier against the attack of poverty.",0,1
the NRA isn't run by pimps. anything CIVILIAN law enforcement has in terms of firearms to use for self defense against civilian criminals-we other civilians ought to have. same with the standard issue infantry rifle,0,0
They were the general election's antagonist - that's gonna hurt for a while.,0,1
"If it's debate you're looking for, check out Pub Talk, where squad rotation and Liverpool's faltering title hopes are among the topics discussed.",0,1
"D.C. v Heller, Victory For Gun Ownership .",0,1
"â€œWe need a real economic plan that will allow employers to enlarge paychecks and expand payrolls with pro-growth economic policies such as repealing Obamacare, and stopping the onslaught of senseless red tape coming from unelected Washington bureaucrats, who are currently running wild under the Obama Administration.",1,1
"Obama unleashes sharp attack on inequality, and Campaign 2012 begins By Greg Sargent Obamaâ€™s speech in Kansas, which just concluded, was the most direct condemnation of wealth and income inequality, and the most expansive moral defense of the need for government activism to combat it, that Obama has delivered in his career.",0,1
The documentary Real Estate 4 Ransom does a great job in explaining how our current tax system drives our boom/bust cycle and widens the wealth gap .,1,1
Tahk says tax lawyers must embrace the extent to which tax law has become the new poverty law and to use these tax tools to fight the nationâ€™s continuing war on poverty.,0,0
"The Nobel Prize committee commended her â€œholistic approach to sustainable development that embraces democracy , human rights and women's rights in particular.â€",0,1
Thereâ€™s no better way to â€œtake the temperatureâ€ of government and community support for the industry than to,0,1
"Out the other end emerges a modified amalgam that tries to balance fairness with principle, majority rule with minority rights .",0,1
"To him, the gun is a hammer .",1,1
This lesson will explore ideas that can help you help your parent to maintain his or her zest for life as circumstances change.,0,1
